byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,opening_date,publication_date,summary_short,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
Stephen Holden,0,11/2/2017 4:18,My Architect,Son of a Celebrated Father Traces His Elusive Past,Read the New York Times Review of My Architect,article,http://www.nytimes.com/movie/review?res=9C06E5D71639F93AA15750C0A9659C8B63,,,11/12/2003,3/29/2003,"There is a built-in poignancy to any story of a son searching for clues to the identity of a father he barely knew. But in the case of Nathaniel Kahn, the illegitimate son of the great architect Louis I. Kahn, who died  in 1974, that poignancy has an extra twinge, since this mostly absent father strove so diligently to remain a man of mystery. When Kahn collapsed and died of a heart attack in the men's room at Pennsylvania Station, he had been deemed by some to be the greatest living American architect, but his body remained unidentified for two days. At his death he was hundreds of thousands of dollars in debt. Nathaniel Kahn was 11 at the time, and the personal documentary he has made, &quot;My Architect,&quot; is a record of his quest to put together the pieces of his father's compartmentalized life. Kahn, it turned out, juggled three families for many years, one official and two not. He was so secretive about his triple life that many of his colleagues didn't even know he was married. &#151; Stephen Holden","Edmund Bacon, Edwina Pattison Daniels, Balkrishna Doshi, Frank Gehry",Nominated for 1 Oscar. Another 7 wins & 5 nominations.,2672377,USA,15-Feb-05,Nathaniel Kahn,"Documentary, Biography",English,81,"World-famous architect Louis Kahn (Exeter Library, Salk Institute, Bangladeshi Capitol Building) had two illegitimate children with two different women outside of his marriage. Son Nathaniel always hoped that someday his father would come and live with him and his mother, but Kahn never left his wife. Instead, Kahn was found dead in a men's room in Penn Station when Nathaniel was only 11. Nathaniel travels the world visitng his father's buildings and haunts in this film, meeting his father's contemporaries, colleagues, students, wives, and children.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMDc1OTY3NV5BMl5BanBnXkFtZTcwMDM4NDEzMQ@@._V1_SX300.jpg,New Yorker Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",12-Nov-03,TRUE,116 min,My Architect,movie,http://www.myarchitectfilm.com/,Nathaniel Kahn,2003,tt0373175,7.4,"2,807"
A. O. Scott,0,11/2/2017 4:18,Head of State,Head of State (Movie)  ,Read the New York Times Review of Head of State,article,http://www.nytimes.com/movie/review?res=9C0DE5D81E30F93BA15750C0A9659C8B63,PG-13,,3/28/2003,3/28/2003,"Chris Rock, a truth-teller and provocateur in his stand-up act, shows unexpected and disappointing timidity in this would-be satire of racial attitudes and electoral politics. The comedian, co-writer of the screenplay, plays Mays Gilliam, a Washington alderman drafted by unscrupulous politicos to be the designated loser in a presidential campaign. The story and the jokes are all over the map, as the picture flounders between subverting stereotypes and using them for easy comic effect. The best moments come when Mr. Rock uses Gilliam's speeches to deliver some of his own stand-up, and when Bernie Mac, playing Mays's brother and running mate, adds his sly, volatile charisma to the lumpy, disappointing mix. — A. O. Scott
","Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy",10 nominations.,37788228,USA,12-Aug-03,Chris Rock,Comedy,English,44,"One candidate for the presidency dies in an accident a couple of weeks before the election. Meanwhile the alderman Mays Gilliam becomes a hero when he rescues a woman and her cat from an old house that would blow up. However his fiancee Kim does not pay his bills and dumps him, and Gilliam loses everything including his fancy car. When Senator Bill Arnot sees the news on television, he plots a scheme with the party advisors Martin Geller and Debra Lassiter to invite Mays to be the party nominee and lose the election for the other candidate, Vice-President Brian Lewis. Four years later, he would be the candidate and would have the chance of winning the election. Mays has a terrible beginning of campaign but when his older brother Mitch Gilliam meets him in Chicago, he advises Mays to be himself. Will he have the chance to be the first African American President of the USA?",https://m.media-amazon.com/images/M/MV5BZDg1NWMyMGUtZTYwMS00MTM2LWJjYmEtMjVjMWQ1YWE4ODc3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,DreamWorks SKG,PG-13,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",28-Mar-03,TRUE,95 min,Head of State,movie,http://www.headofstate-themovie.com,"Chris Rock, Ali LeRoi",2003,tt0325537,5.4,"16,694"
Elvis Mitchell,0,11/2/2017 4:18,Basic,Basic (Movie)  ,Read the New York Times Review of Basic,article,http://www.nytimes.com/movie/review?res=9507E7D61E30F93BA15750C0A9659C8B63,R,,3/28/2003,3/28/2003,"No movie title could be any less appropriate than &quot;Basic.&quot; Someone decided to make a procedural thriller by putting  &quot;Rashomon&quot; in a Cuisinart along with &quot;A Few Good Men&quot; and &quot;A Soldier's Story,&quot; and hit the button for pulverize while forgetting to replace the top. The outcome is a spewing mess. In Panama, six Army Rangers go out on a training exercise, led  by their volatile, violently demanding — and, of course, violently detested — troop leader, Sergeant West (Samuel L. Jackson). When only two of the men return alive, an investigation begins. Hardy (John Travolta), a bad-apple D.E.A. agent and former Ranger, is brought in to find out what went wrong. &quot;Basic&quot; is so desperate to get to its nonsensical ending that it sinks to having a dying man write a clue in his own blood. Probably the reason most people will be interested in &quot;Basic&quot; is for a re-teaming of Mr. Travolta and Mr. Jackson for the first time since &quot;Pulp Fiction.&quot; They have only a moment together, and this picture could have the effect of negating the heat &quot;Pulp Fiction&quot; put under them. — Elvis Mitchell
","John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly",3 nominations.,26536120,"Germany, USA",8-Jul-03,John McTiernan,"Action, Crime, Drama",English,34,"Tom Hardy, an ex-Army Ranger turned DEA agent, is drawn into an ever-widening mystery surrounding the disappearance of the feared and often hated Sgt. Nathan West, as well as several of his elite Special Forces trainees on what appears, at first, to have been a routine training exercise during a hurricane in the jungles of Panama. Only two survivors are found, Dunbar, and a badly wounded Kendall, the son of a high-profile Joint Chiefs of Staff official. Neither is willing to cooperate with Capt. Julia Osborne's investigation. So base commander Col. Bill Styles calls in ex-Ranger Hardy, an old friend and a persuasive interrogator. Osborne disapproves of Hardy who is on leave from the D.E.A. after having come under suspicion of accepting bribes from local drug traffickers. She is also uneasy when she learns that Hardy once trained under West and hates him almost as passionately as his current recruits. With time running out, Hardy and Osborne call a temporary, if uneasy, truce. Hardy cajoles a confession out of Dunbar, who claims that Sgt. West and the missing Rangers have been murdered and their bodies blown away by the hurricane. When they later interview Kendall, he confirms that the other Rangers and West are dead. But, in almost every other way, his story contradicts Dunbar's. What happened to West and his Ranger team? And what were they really doing out there in the jungle? As each layer reveals more lies and greater deceptions, Hardy and Osborne inch towards the horrible truth about the fate of the missing Rangers.",https://m.media-amazon.com/images/M/MV5BOGFjMTZmMWYtOGRlNS00YWU5LWI4MjMtY2QzZDk4YzY4OWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Entertainment,R,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",28-Mar-03,TRUE,98 min,Basic,movie,http://www.sonypictures.com/movies/basic/,James Vanderbilt,2003,tt0264395,6.5,"54,461"
Elvis Mitchell,1,11/2/2017 4:18,Raising Victor Vargas,This Grandma's Boy Is the Ladies' Man of the Barrio,Read the New York Times Review of Raising Victor Vargas,article,http://www.nytimes.com/movie/review?res=9F0DE3DF1330F935A15750C0A9659C8B63,R,,5/2/2003,3/26/2003,"Don't be put off by the vague, sitcom-ish title; this film is a true find, a picture with a vital daffiness that's all its own, rather that a film that lives on the leavings of other movies. The 16-year-old Victor (Victor Rasuk) is all teenage assertion, but his machismo has training wheels.  In Peter Sollett's delicate and altogether satisfying romantic comedy, it's Victor's puffed-rice pride that always gets him into trouble. Pride is a tricky subject to make a film about. Part of what will leave you taking in all of the delights of &quot;Vargas&quot; with open-mouthed wonder comes from the director's surefooted navigating of the way pride bounces around a small, packed household. Victor lives in a tiny apartment with his family, including his stubborn, salt-of-the-earth grandmother (Altagracia Guzman).  Things get complicated when Victor starts chasing the swan-like Judy (Judy Marte) and the whole world gets involved. In the larger world, this stuff might not add up to a hill of beans, but Mr. Sollett treats the emotional shifts in the Vargas household like the movement of tectonic plates; each change rocks the characters lives. — Elvis Mitchell","Victor Rasuk, Donna Maldonado, Kevin Rivera, Krystal Rodriguez",4 wins & 14 nominations.,1965981,"France, USA",26-Aug-03,Peter Sollett,"Drama, Romance","English, Spanish",83,"Victor is growing up on the Lower East Side and is at the age where he is driven by desire and unchained by maturity. His image as a ladies man is shattered when he is found in Fat Donna's bedroom. Soon, as a result of his sister's big mouth, the whole Dominican community knows. Full of confidence, Victor sets out to reclaim his image by winning Judy. Judy proves to be elusive and difficult. Victor persists, and with a surprising tenderness, ultimately wins Judy's heart.",https://ia.media-imdb.com/images/M/MV5BMTY1ODI4Mzg0Nl5BMl5BanBnXkFtZTgwNTA2OTUxNTE@._V1_SX300.jpg,Fireworks Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",2-May-03,TRUE,88 min,Raising Victor Vargas,movie,http://www.raisingvictorvargas.com,"Peter Sollett (story), Peter Sollett, Eva Vives (story)",2002,tt0316188,7.1,"4,923"
Stephen Holden,0,11/2/2017 4:18,Piglet's Big Movie,Piglet's Big Movie (Movie)  ,Read the New York Times Review of Piglet's Big Movie,article,http://www.nytimes.com/movie/review?res=9401E4DD1E31F932A15750C0A9659C8B63,G,,3/21/2003,3/21/2003,"This small charmer of an animated movie adapts several of  A. A. Milne's &quot;Winnie-the-Pooh&quot; stories into a sequence of anecdotes celebrating the  heroism of Piglet, the smallest member of the Pooh tribe inhabiting the Hundred Acre  Wood. The sequel to Disney's three-year-old &quot;Tigger Movie,&quot; it is better than its forerunner and for the most part avoids any saccharine cuteness. Carly Simon performs a suite of sturdy original songs that lend the tales a contemporary flavor without betraying their period charm. &#151; Stephen Holden
","John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie",1 nomination.,23073611,USA,29-Jul-03,Francis Glebas,"Animation, Adventure, Comedy",English,62,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo, and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",https://m.media-amazon.com/images/M/MV5BMTc5MzE2ODAyOF5BMl5BanBnXkFtZTYwNTcwNDg3._V1_SX300.jpg,Walt Disney Pictures,G,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",21-Mar-03,TRUE,75 min,Piglet's Big Movie,movie,http://disney.go.com/disneypictures/piglet/,"Brian Hohlfeld (screenplay), A.A. Milne (books), Ted Henning (additional screenplay material), Nishit Shah",2003,tt0323642,6.1,"5,725"
A. O. Scott,0,11/2/2017 4:18,Dreamcatcher,Dreamcatcher (Movie)  ,Read the New York Times Review of Dreamcatcher,article,http://www.nytimes.com/movie/review?res=990DE3D71031F932A15750C0A9659C8B63,R,,3/21/2003,3/21/2003,"Four variously clairvoyant friends, united by their boyhood attachment to a retarded messiah named Duddits, gather in the Maine woods, where they confront a race of angry intergalactic worms who burrow into human intestines only to come out fighting. The aliens are also pursued by an elite Army unit commanded by Morgan Freeman, who looks very weary. The whole movie, which might have made a fine episode of &quot;South Park,&quot; is like a hodgepodge of Stephen King's greatest hits performed by a talentless tribute band. At more than two hours long, it's like four or five movies &#151; all of them terrible &#151; rolled into one. &#151; A. O. Scott
","Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",5 nominations.,33700000,USA,1-Jun-04,Lawrence Kasdan,"Drama, Horror, Sci-Fi, Thriller",English,35,"Four childhood friends, Jonesy, Beaver, Pete and Henry all share a special secret. Each year, they take a trip into Maine woods. This year is different. A blizzard occurs, and they recover a man found wandering around. Unbeknownst to them,this wandering individual isn't the only being to be found. Now they must act fast to stop the outbreak developing and to prevent the world from its doom",https://m.media-amazon.com/images/M/MV5BMTk1MjQwMTQyMV5BMl5BanBnXkFtZTcwODcxMjEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",21-Mar-03,TRUE,134 min,Dreamcatcher,movie,http://dreamcatchermovie.warnerbros.com/,"Stephen King (novel), William Goldman (screenplay), Lawrence Kasdan (screenplay)",2003,tt0285531,5.5,"83,063"
Elvis Mitchell,0,11/2/2017 4:18,Boat Trip,Boat Trip (Movie)  ,Read the New York Times Review of Boat Trip,article,http://www.nytimes.com/movie/review?res=9D07E4DD1E31F932A15750C0A9659C8B63,R,,3/21/2003,3/21/2003,"Who do you feel sorrier for, the cast members of &quot;Boat Trip,&quot; or their children? Remember, kids can be very cruel &#151; and this latest get-Cuba-Gooding-Jr.-career-counseling-fast project is a misfire from beginning to end. Mr. Gooding plays Jerry, who's in mourning over the break up of his relationship with Felicia (Vivica A. Fox). The barking hound-dog Nick (Horatio Sanz) talks Jerry into joining him on a singles cruise, but the travel agent they anger gets his revenge by booking the pair on a gay singles cruise. &quot;Trip&quot; is a series of flashing semaphores that signal its dreariness. It has the most exhausted collection of song clichés this side of a Time-Life oldies collection, starting with James Brown's &quot;I Feel Good,&quot; and all the way to the eventual cover of &quot;I Will Survive.&quot; What's missing from this motley medley is a tune by Cuba Gooding Sr.: &quot;Everybody Plays the Fool.&quot; The junior Gooding has shown himself to be a game actor, and he's fearless at throwing his entire being in pictures that seem to exist to prove that he can be in something worse than the last thing you saw him in. If &quot;Trip&quot; were screened on a cruise ship, most of the passengers would be dog-paddling back to shore. &#151; Elvis Mitchell
","Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez, Vivica A. Fox",1 win & 8 nominations.,8525095,"USA, Germany",30-Sep-03,Mort Nathan,Comedy,"English, Swedish, Spanish",18,"Jerry and Nick are two best buddies whose love lives have hit rock bottom, Jerry's especially, having just vomited all over his fiancée on a hot air balloon trip prior to proposing to her. To escape their troubles and find women, they book a trip on board a cruise-liner, unaware the travel agent has just played a horrid trick on them in retaliation for Nick offending his secret gay lover. And that's the trick; it's a gay cruise-liner for gay men to meet and mingle. Slowly but surely, the two main characters begin to realize this and in turn get into a lot of humorous predicaments.",https://m.media-amazon.com/images/M/MV5BMjAxNzQ4MjczMV5BMl5BanBnXkFtZTYwNjEzNTk5._V1_SX300.jpg,Artisan Entertainment,R,"{'Source': 'Internet Movie Database', 'Value': '4.9/10'}",21-Mar-03,TRUE,94 min,Boat Trip,movie,http://www.boattripthemovie.com,"Mort Nathan, William Bigelow",2002,tt0285462,4.9,"28,463"
Stephen Holden,0,11/2/2017 4:18,View From the Top,View From the Top (Movie),Read the New York Times Review of View From the Top,article,http://www.nytimes.com/movie/review?res=9901E6DF1131F932A15750C0A9659C8B63,PG-13,,3/21/2003,3/21/2003,"What is Gwyneth Paltrow doing squandering her talents in this wan little airline comedy about flight attendants and their career problems? The star plays Donna Jensen, a small-town girl whose cosmopolitan aspirations are awakened by a television appearance by Sally Weston (Candice Bergen), a flight attendant, motivational speaker and author of a best-selling memoir, &quot;My Life in the Sky.&quot; The satire is toothless, the romance (between Ms. Paltrow and Mark Ruffalo as the Cleveland lawyer she loves and leaves to pursue the more glamorous New York-to-Paris route) tepid, the  portrait of stewardesses as dumb, jiggly babes anachronistic. Mike Myers has a  small,  unfunny role as a flight-attendant trainer with a crossed eye. — Stephen Holden","Gwyneth Paltrow, Christina Applegate, Mark Ruffalo, Candice Bergen",1 nomination.,15512221,USA,9-Sep-03,Bruno Barreto,"Comedy, Romance",English,27,"Donna Jensen was raised literally and figuratively on the wrong side of the trailer park in Silver Springs, Nevada. She always believed it was her destiny to get out of Silver Springs. After reading Sally Weston's book, Sally who is arguably the most famous now ex-flight attendant in the world, Donna believes the path to leaving Silver Springs is to become a flight attendant despite never having been on an airplane. After an initial bumpy start to this career, Donna shows a natural flair for the job, so much so that she applies to work for world class Royal Airlines, where Sally Weston mentors. After meeting Donna, Sally believes Donna is destined for flight attendant greatness, namely working first class in the New York-Paris flights. Donna believes in herself as a flight attendant, but has to overcome some obstacles, including flight attendant trainer John Witney, who has some hidden anger issues, and her friend Christine Montgomery who also wants to be a great flight attendant despite not having Donna's aptitude at it. In her path to the top of the profession, Donna also has to decide where Ted Stewart, the man with who she falls in love, fits in, he a law student based in the airline flight backwater of Cleveland.",https://m.media-amazon.com/images/M/MV5BMTg2MTk2MzkxNF5BMl5BanBnXkFtZTYwNjg0NTk5._V1_SX300.jpg,Miramax Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",21-Mar-03,TRUE,87 min,View from the Top,movie,http://www.miramax.com/viewfromthetop/index.html,Eric Wald,2003,tt0264150,5.2,"23,189"
Dave Kehr,0,11/2/2017 4:18,Agent Cody Banks,Agent Cody Banks (Movie)  ,Read the New York Times Review of Agent Cody Banks,article,http://www.nytimes.com/movie/review?res=9C0CE7DB113EF937A25750C0A9659C8B63,PG,,3/14/2003,3/14/2003,"There's a funny idea underlying this comedy directed at pre-teenagers &#151; that the C.I.A. is using sleep-away camps as covers to recruit and train young agents &#151 but Harald Zwart's film largely ignores it, preferring instead to mine the established television personas of his two young stars, Frankie Muniz (&quot;Malcolm in the Middle&quot;) and Hilary Duff (&quot;Lizzie McGuire&quot;).  Mr. Muniz, quivering with feigned shyness, plays the title character, a sleeper agent prodded into action when the C.I.A. chief (Keith David) and his jump-suited lieutenant (Angie Harmon) need someone to get close to a comely teen named Natalie (Ms. Duff). Natalie's scientist father (Martin Donovan) is unknowingly working for evil foreign agents with a plot to destroy America's defense system.  Most of the movie is a James Bond parody, very much in the &quot;Spy Kids&quot; manner, that owes its effectiveness to the mock-Bond sets designed by Rusty Smith. &#151; Dave Kehr
","Frankie Muniz, Hilary Duff, Angie Harmon, Keith David",4 nominations.,47285499,"USA, Canada",5-Aug-03,Harald Zwart,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",English,41,"A government agent trains a typical teenager Cody Banks who loves to skateboard, hates math, and feels like a complete idiot around girls, in the ways of covert operations that require younger participants. But Cody's got a secret--he's actually part of a secret teen CIA program. Cody's living every boy's dream life--he can drive like a stunt man, has an incredible arsenal of cool gadgets, and his agency mentor, Ronica Miles, is totally hot. But Cody's training is put to the test when he's sent to pose as a prep school student and befriend fellow teen Natalie Connors in order to gain access to her father--a scientist unknowingly developing a fleet of deadly pair of twisted villains called the nanobots for the evil organization ERIS, which can destroy any carbon or silicon-based substance-to destroy the world's defense systems so he can threaten anyone who opposes him. From runaway cars and high-speed snowboard chases to a spectacular final mountaintop showdown, Cody has to use everything he's learned to prove himself as an agent and stop ERIS from completing their mission before their mission fails.",https://m.media-amazon.com/images/M/MV5BNzMwMjc5NzUyNF5BMl5BanBnXkFtZTcwNjA5MDcyNA@@._V1_SX300.jpg,Metro-Goldwyn-Mayer (MGM),PG,"{'Source': 'Internet Movie Database', 'Value': '5.1/10'}",14-Mar-03,TRUE,102 min,Agent Cody Banks,movie,http://www.mgm.com/agentcodybanks/,"Ashley Miller (screenplay), Zack Stentz (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Jeffrey Jurgensen (story)",2003,tt0313911,5.1,"29,956"
Stephen Holden,0,11/2/2017 4:18,Willard,Willard (Movie)  ,Read the New York Times Review of Willard,article,http://www.nytimes.com/movie/review?res=9800EEDD103EF937A25750C0A9659C8B63,PG-13,,3/14/2003,3/14/2003,"This remake of the popular 1971 horror thriller about a cowering mama's boy who avenges himself on the world by mobilizing an army of rats (500 actual rodents were trained for the film) has a stylish gothic look. But like many remakes, it is so self-conscious about its own past (and its debts to &quot;Psycho&quot; and &quot;The Birds&quot;) that it plays as a wooden, not terribly scary exercise in recycling. The screenplay is too clunky for the actors to do much with their characters.  But Crispin Glover, shamelessly hamming it up as the rodents' best friend and leader, makes Willard a flashily demonic goofball. &#151; Stephen Holden
","Crispin Glover, R. Lee Ermey, Laura Harring, Jackie Burroughs",1 win & 5 nominations.,6779751,"Canada, USA",7-Oct-03,Glen Morgan,"Drama, Horror, Sci-Fi",English,61,"This is the story of Willard Stiles who is a social misfit taking care of his ill and fragile but verbally abusive mother Henrietta in a musty old mansion that is also home to a colony of rats. Willard then finds himself constantly humiliated in front of his co-workers and is eventually fired by his cruel and uncaring boss, Mr. Frank Martin, a vicious man whose professional interest in Willard extends to a personal financial one.",https://m.media-amazon.com/images/M/MV5BMjA4MTEwMTA0OV5BMl5BanBnXkFtZTYwMjcxNjE3._V1_SX300.jpg,New Line Cinema,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",14-Mar-03,TRUE,100 min,Willard,movie,http://www.willardmovie.com/index_flash.html,"Glen Morgan (screenplay), Gilbert Ralston, Stephen Gilbert (book)",2003,tt0310357,6.2,"16,205"
Elvis Mitchell,0,11/2/2017 4:18,The Hunted,"Hunted, the (Movie)  ",Read the New York Times Review of The Hunted,article,http://www.nytimes.com/movie/review?res=9806E4DD103EF937A25750C0A9659C8B63,R,,3/14/2003,3/14/2003,"It's probably best that the plot of  &quot;The Hunted&quot; &#151; such as it is &#151; doesn't get in the way of the action sequences, most of which involve Tommy Lee Jones chasing Benecio Del Toro throughout the Pacific Northwest with occasional stops for hand-to-hand combat that make you fear for the actors' safety. Mr. Del Toro is Aaron Hallam, a government-sanctioned killing machine being pursued by L.T. Bonham (Mr. Jones), an independent-contractor tracker brought in by the F.B.I. before Hallam slaughters a cross-section of the population of the Pacific Standard Time Zone. This isn't a movie &#151; it's a police report &#151; and the strictly-the-facts terseness of the story makes that more than clear. That tone is first reflected in the use of Johnny Cash's laconic moroseness over the opening title to set the mood, but it also establishes a level of expectation that the film can't live up to. The director William Friedkin might as well paint bull's-eyes on the backs of the actors, since it's obvious that &quot;The Hunted&quot; regards them as nothing but expendable. &#151; Elvis Mitchell
","Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson",2 nominations.,34195533,USA,12-Aug-03,William Friedkin,"Action, Crime, Drama","English, Serbo-Croatian",40,"In the green woods of Silver Falls, Oregon, Aaron Hallam, a trained assassin AWOL from the Special Forces, keeps his own brand of wildlife vigil. After Hallam brutally slew four deer hunters in the area, FBI Special Agent Abby Durrell turns to L.T. Bonham-- the one man who may be able to stop him. At first L.T. resists the mission. Snug in retirement, he's closed off to his past, the years he spent in the Special Forces training soldiers to become skilled killers. But when he realizes that these recent slaying is the work of a man he trained, he feels obligated to stop him. Accepting the assignment under the condition that he works alone, L.T. enters the woods, unarmed--plagued by memories of his best student and riddled with guilt for not responding to Aaron's tortured letters to him as he began to slip over the edge of sanity. Furious as he is with his former mentor for ignoring his pleas for help, Aaron knows that he and L.T. share a tragic bond that is unbreakable. And, even as they go into their final combat against each other, neither can say with certainty who is the hunted and who is the hunter.",https://m.media-amazon.com/images/M/MV5BMTI0MjI4ODg2NV5BMl5BanBnXkFtZTcwMzI0NjgyMQ@@._V1_SX300.jpg,Paramount Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",14-Mar-03,TRUE,94 min,The Hunted,movie,http://www.huntedmovie.com/,"David Griffiths, Peter Griffiths, Art Monterastelli",2003,tt0269347,6,"39,583"
A. O. Scott,0,11/2/2017 4:18,Bend It Like Beckham,Bend It Like Beckham (Movie)  ,Read the New York Times Review of Bend It Like Beckham,article,http://www.nytimes.com/movie/review?res=9D07E6D8143EF931A25750C0A9659C8B63,PG-13,,8/1/2003,3/12/2003,"In this genial, unchallenging ethnic sports comedy, Jess (Parminder Nagra) is a talented and passionate soccer player, whose Indian immigrant parents living in a suburb of London disapprove of her athleticism. The central drama is hardly new — the film is something between a Punjabi &quot;Billy Elliot&quot; and &quot;My Big Fat Sikh Wedding&quot; — but the compulsive proliferation of subplots makes it much longer and sloppier than it should be. Still, the cast is good-humored and appealing, especially the diminutive Ms. Nagra, who steers through a predictable series of obstacles with fierce, pouty determination. — A. O. Scott","Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher",Nominated for 1 Golden Globe. Another 17 wins & 19 nominations.,32441165,"UK, Germany, USA",30-Sep-03,Gurinder Chadha,"Comedy, Drama, Romance","English, Punjabi, Hindi, German",66,"A comedy about bending the rules to reach your goal, Bend It Like Beckham explores the world of women's football, from kick-abouts in the park to freekicks in the Final. Set in Hounslow, West London and Hamburg, the film follows two 18 year olds with their hearts set on a future in professional soccer. Heart-stopping talent doesn't seem to be enough when your parents want you to hang up your football boots, find a nice boyfriend and learn to cook the perfect chapatti.",https://m.media-amazon.com/images/M/MV5BMTg1Njk5NjczM15BMl5BanBnXkFtZTYwNjc2NTQ3._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",1-Aug-03,TRUE,112 min,Bend It Like Beckham,movie,http://www.foxsearchlight.com/benditlikebeckham,"Gurinder Chadha, Guljit Bindra, Paul Mayeda Berges",2002,tt0286499,6.7,"97,221"
Stephen Holden,1,11/2/2017 4:18,Laurel Canyon,Laurel Canyon (Movie),Read the New York Times Review of Laurel Canyon,article,http://www.nytimes.com/movie/review?res=9C05E4DD133FF934A35750C0A9659C8B63,R,,3/28/2003,3/7/2003,"Frances McDormand is indelible as Jane Bentley, a leonine, free-spirited Hollywood record producer of a certain age in Lisa Cholodenko's followup to &quot;High Art.&quot; Once again, the milieu is upscale bohemian, with the setting moved from the New York art world to the Los Angeles rock scene. Tensions build when Jane's son (Christian Bale) by a former liaison and his fiancée (Kate Beckinsale), both doctors, pay her a prolonged visit while she is completing an album with a British rock band. Although the music is more 70's and 80's than contemporary in flavor, this sexy movie, which portrays the Laurel Canyon neighborhood as a voluptuous lotus land, is a balanced, snappily written study of the reverse generation gap. Alessandro  Nivola smolders as Jane's much-younger lover. — Stephen Holden","Frances McDormand, Christian Bale, Kate Beckinsale, Natascha McElhone",2 wins & 6 nominations.,3596939,USA,15-Jul-03,Lisa Cholodenko,Drama,English,61,"Newly graduated psychiatrist Sam and his fiancee Alex move to Los Angeles for Sam's residency and into Sam's mother's house in upscale Laurel Canyon. Only problem is, Sam's mother is still there, supposedly finishing up a record that she's producing for the band of her new boy toy, Ian. She seems more interested in smoking pot and drinking than actually working though. Alex doesn't mind but Sam is quite upset. Alex starts off focused on her work (finishing a dissertation on genomics), but is soon distracted by the rock-'n-roll lifestyle going on around her. Meanwhile, Sam is equally distracted by beautiful Israeli intern Sara.",https://m.media-amazon.com/images/M/MV5BMTgxMjMxMDA2Ml5BMl5BanBnXkFtZTYwMjE5MTI3._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",28-Mar-03,TRUE,103 min,Laurel Canyon,movie,http://www.sonyclassics.com/laurelcanyon,Lisa Cholodenko,2002,tt0298408,6.4,"14,804"
